,senti,sentence
717,1,  intro trucks   you either love them or you hate them   me   i love them   trucks in england are extremely rare   if you did own one it would be almost impossible to afford to run one   i wanted a truck so bad   when i moved to oklahoma   i could not believe the amount of people who owned trucks   the one way for me to fit in   for me to become americanized would be to buy a truck   and i love the f   from dealership to dealership with so many dealerships and so many different types of trucks out there   my wife and i set out early   i knew i wanted a   i m a man   always have been always will be   you always know what you are going to get with fords   reliable   dependable transportation at reasonable prices   i started out looking at used trucks   i found a   xl model for     and was really tempted to buy it   but i wanted to look around at one more dealership   so we went to hudiburg   there was a beautiful red pickup right by the entrance to the show room   the salesman told me it was a    i told him i could not afford it   and then he told me the price       after i picked my jaw up off the floor and put my eyes back in their sockets i was ready to take the beast for a test drive   he told me that it was the special oklahoma texas package that made it so cheap   it is just a basic f   xl but oh boy do i love it first impressions if you have read any of my other reviews on automobiles you will know that i am quite particular on what i like   i like my vehicles to be curvy   i have no idea why   this was a big deciding factor in what truck i wanted to buy   the f   looks beautiful   sleek curves and lots of chrome and a re designed grill for    the xl comes with chrome wheels as standard and they look pretty sharp   the f   is very easy on the eye a pure joy to look at the interior of the truck is basic but everything you need is there   the xl is the low end model of the f   so there are no extras   what you see is what you get   the dashboard is once again like the exterior very curvy and real appealing it is nice to look at and is not harsh on the eyes   the layout is simple and looks clean and tidy   on the xl there is no rev counter   just the speedo   oil gauge temperature gauge and fuel gauge   the mileage counter is digital   which is pretty standard nowadays in most vehicles   the dials are big and are very easy to read and in classic style they light up green at night the stereo and the a c and heat controls are within good reach of the driver and they are very easy to operate though i think the stereo could be better   i also wish that would stop fitting double din stereos in their vehicles   that just adds extra cost when you want to replace the stereo   which i have just done   the a c and the heater work very very well   it gets cool very quickly in the truck   which is what you really need here in oklahoma   and the truck gets nice and warm quickly too my truck comes with a bench seat   which is actually pretty comfortable   and gives a reasonable amount of support   it folds forward so you can put a few small items behind the seat   i have a complaint about the material used on the seats though   it really isn t very good   i would have thought that being a truck the fabric would have been a bit tougher but it is not   about   months after buying the truck the stitching begun undoing and holes started appearing   and that is just through normal use   so i have now brought seat covers to stop further damage to the fabric   the steering column is not adjustable and the bench seat only moves back and forward and the back really doesn t move very much so you are always sitting in an upright position on the open road the f   i have is the    v   with standard transmission   the engine puts out bhp and is plenty powerful for everyday use   correct me if i am wrong but i think the    v is only   bhp less than the    v   the truck is quick   not lightning quick but there is ample power there   over taking on the interstate is not a problem   nor is having little fun at the lights    the truck does about   mpg on the interstate and about   mpg around town   which is pretty good   it costs me about     to fill the tank from scratch   the interior noise is pretty high   but compared to earlier model f   s it has improved greatly   the truck handles pretty well and it comes with power steering as standard   which always makes life easier   another thing that really surprises me with the truck is that there is very little roll when you turn into corners   more so than if you were in a car but still impressive   the ride quality is very good   you get the usual bouncy ride that you get from most trucks but overall the ride comfort is very good   my only other niggle is that the truck is rear wheel drive   i understand why that is but when there is nothing in the bed of the truck the back wheels tend to spin very easily so you have to take great car when driving this vehicle   the wheels spin if there is loose gravel on the road and it can be pretty bad when it has rained   so you just have to be that extra bit careful there is plenty of room in the bed of the truck for whatever you want to put in there and man does having a truck come in handy   we just moved into our first house and i do not know what we would have done without the truck   you can fit tons of things into the bed   it comes in very handy overall this truck is great   i love it   for     i can not complain to much   it is a basic model truck that will do you proud and will probably last you a life time  
718,1,  on a tight budget after first getting married   my wife and i bought a brand new   escort wagon for      it came with a c   dual powered remote mirrors   manual transmission   roof rack and a cassette stereo seven years and    miles later the car is still running great   it hasn t been   quot perfect quot   but what has gone wrong have been minor annoyances   see list at bottom of this epinion the car has lots of room for cargo   and the roll over cargo cover is great when you want to shade frozen groceries or just keep a passer by from looking into your car   the    split folding seats are life savers when taking trips to home depot controls throughout the car are too small   small radio buttons   with completely un intuitive radio clock settings   small fuel filler release lever   small climate control levers   admittedly it is a small car   but i ve driven a saturn and the controls were far larger one big problem were the original tires   after    miles the car started handling very poorly and i noticed the tires were wearing in an odd fashion   a mechanic thought the suspension was shot based on the wear of the tires   but a friend of ours said a good pair of tires fixed her problem   sure enough   a pair of goodyear weatherhandlers and     miles later we have not had a recurrence of the problem the wipers have only one intermittent setting   it lasts for about five seconds between wipes and it is a feature seldom used unless the rain is coming down at just the right rate   an annoying engineering problem is the windshield wipers are different sizes   after sizing up just one of the wipers i went to the store and bought a package of wipers   they always come in two s   i had to go back to the store after realizing the second wiper was a different size   but at least the next time i need wipers i ll have a complete set gas mileage has been excellent   averaging about   mpg   the gas tank is only   gallons   so expect about   miles between fill ups two child seats fit in the back seat   but only the smallest of children could fit between the two child seats   essentially making this a four seater until the children get bigger ride comfort is acceptable for short trips and bearable for long trips   road noise is pervasive at high speeds and handling is fair   the interior is very spartan in appearance and the vinyl and plastic look cheap   compared to other cars in its class    saturn   civic   cavalier   corolla   it s on par to conclude this is not the most comfortable car   heads will not turn when you drive it   it s had some problems   but   and this is a big but   it s never broken down   it holds lots of cargo   only cost     new   and has a current kelley blue book trade in value of       what s not to love about this car what s gone wrong    related    cost   plastic cap holder on windshield washer fluid broke   never fixed   plastic driver seat belt holder broke    part   did work myself   rubber insulator around rear passenger door    part   did work myself   broken rear suspension spring      including labor br br  
719,1,  i had a   escort wagon   i owned this vehicle longer than any other vehicle before or since   i really liked this car   believe it or not i was one of those people who swore that i would never own a station wagon   then my first child came and the extra room just made sense   we could throw the stroller   diaper bag   portable playpen crib all in the back of the escort for a trip to grandma s house   this car was really nice to drive   the seats are comfortable   it handles well on the road   even in the snow   this car would normally be fairly inexpensive   it that were true in my case i would probably still have this car   unfortunately i made some bad choices and ended up with a lot of negative equity   this car ended up with the brunt of the inequity and an extremely high interest rate to go with it   so as much as i loved this car   i hated the price i had to pay for it   i was lucky enough to find a car dealership that would help me rectify this situation and gave me a great deal on my last   vehicles    if you live in western washington check out automotive alternatives in bremerton   they were great   i really liked this car   i can t think of anything bad about it   no costly repairs   no breakdowns   just routine service br br  
720,1,  ok   it s not new anymore   the brake pedal looks worn and the new car smell is long gone   but i still love my escort wagon   i bought my wagon brand new in    it s been afforded all the basic upkeep required   i e   regular oil changes   the ocassional trip to the car wash   etc   now    miles later   i still can t bring myself to part with it   even today it is my main source of transportation oh   i haven t babied it any   this tough little tiger has seen seven unfriendly montana winters and faithfully carried me over small   back country   wooded   one lane   gravel roads   it almost single handedly served as a moving van for my family several times and has served to push another of our lesser vehicles to a safe parking place when the other vehicle failed me   i am absolutely amazed at how my escort wagon performs for me my fuel economy is favorable and manuerablity is faithful   i m not ready to go shopping for a new vehicle just yet   but one day when my little station wagon has reached the limits of it s usefulness   there is no question that i ll be back on the lot   looking to bring home the next generation br br  
721,1,  my wife and i currently own a   escort lx e   door hatchback and never cease to be amazed by its economic upkeep   reliability   and capabilities we live in south texas and use the car for local travel only    the best use of its service   we usually travel limited access highways and the escort keeps up with the bmws   mercedes   and   wheelers reasonably well   although the power we have is   obviously lower   our   quot little car quot   does   to   mph without breathing too heavily   and   best yet   unlike these other vehicles   the escort only requires an oil change   cost about     about every   miles and a major service   costing about     every    miles   how do you like that bmw and mercedes fans my wife is a real do it yourselfer who likes wood working   by using the hatch back feature   we have been able to haul   at different times   of course   a table saw   a treadmill walking machine   a router and router table   several sheets of plywood and over   xs the october   nada values on this car make it a great buy if you can find one in good condition   trade in      loan      retail     a really good price on this vehicle in good   not perfect   condition would be about     and a good price would be about      anything above retail is a rip off br br  
722,1,  a few months ago my wife and i went car shopping   we went looking for a tracker   a really good car when we have a car seat   and a   year old lol   well that day we test drove about   cars   just as we thought our search was going no where i saw the escort sitting right by the tracker we tried st   we test drove the car and loved the way it drove   a lot better car for a growing family than a tracker   i have to say i never saw me owning a station wagon   but i will not trade it in now   being an escort the gas mileage is great   we get about   mile to the gallon and with todays prices you can not beat that the one thing i worried about was the leg room   being    quot   it is hard to find a good car with leg room   to my surprise the wagon is very roomy   well as long as no one has to sit behind me   so i have to say i really do like my new car   even though it is an    does this mean i am getting old   lol   
723,1,  first off   let me state that i do not own this   f wd xlt supercab pickup that i am about to review   my best friend owns this truck   i borrowed it from him recently on a   mile round trip to pick up an item i bought out of state   some of you are probably asking yourselves   how can he write up a review on a vehicle that he doesn t even own   let me add though   that my job provides me the opportunity to drive a lot of different makes of light duty trucks     ton     ton   and   tons   these trucks are work trucks   i do not baby them   i use them   with that said   here is my opinion of the   f this particular is a teal colored   yuck   short box with    miles on the odometer   it is fitted with the optional    liter    c u   v   mated to an automatic overdrive transmission   this engine provided very adequate power   i set the cruise at   mph and the truck held it   even going up steep inclines that brought tractor trailers and vw buses to a crawl   the automatic transmission seemed to be very smooth and precise during shifting   with the cruise control set at   mph   the tach read a very respectable   rpm   i was very impressed with this since engine life would probably be extended with such a low engine rpm   i have no complaints whatsoever with the engine and tranny in this   i would recommend this engine over the smaller    liter    c u   v   especially if you plan on pulling a trailer of any size   also   i checked the mileage on my   mile journey   all interstate driving   i got    mpg   i would say this is par with other makes of    tons in the   model year   not as good as our   chevy    ton x    c u   i use at work   i can squeeze   mpg out of her   this contained two gas tanks to minimize gas station stops   a nice plus i thought the ride quality of this    ton was quite harsh compared to other makes of    ton trucks i have driven   i could feel every crack and bump i traversed on the interstate   i could even feel the vibrations through the steering wheel   i couldn t blame the poor ride on bad shocks   since i know my buddy just replaced the shocks   maybe the poor ride quality could be contributed partially to the type of tires he is running   i don t know   secondly   i thought there was more road noise entering the cab then was acceptable   thirdly   i found this truck   quot wanders quot   when this truck would wander into a rut on the interstate   it would pull suddenly to one side than the other   if one wasn t holding onto the steering wheel with both hands it could take you by surprise   i don t know what caused this   tires suspension   this model was equipped with a    split seat in front   i found the seats to be fairly comfortable   the driver was treated to a power lumbar support   in the center of the seat there was a fold down console   this was very nice   it contained   cup holders able to accommodate my rather large coffee mug   the console also had compartments inside for currency   notebooks   cell phones   etc   i am    quot   and found legroom to be acceptable   rear passenger legroom is limited though   as is with any extended cab pickup   the small fold down back seat is designed for small children   not adults i did not care for the stock sound system   it was an am fm stereo cassette w   four speakers   sound quality was very poor and could not drown out the excessive road noise that this exhibited   the buttons were extremely small making it very easy to hit the wrong button   also   the stereo was placed in a very awkward position in the dash   i had to reach very far toward the center of dash to turn channels   this could prove to be very hazardous when driving   first thing i would do if this was my vehicle is upgrade the stereo with an after market system   i had the opportunity to use both the air conditioning and the heater on my short    day trip   got ta love wyoming   i found both worked fantastic   no complaints in this department this truck was equipped with the power window door package   i found the power windows locks to be very efficient   the windows rolled up and down very fast   i own a   k blazer and my power windows are pathetically slow   so   this was a welcome change in terms of safety features   this truck contained rear anti lock brakes   don t quite understand the reasoning here   and a driver side airbag   a passenger side airbag was non existent   in terms of reliability of this truck   my friend has had darn good luck thus far   like i mentioned above   the truck now has    miles on the clock   he has had some problems with keeping the truck aligned   might be linked to the   quot wandering quot   problem   and front wheel bearings going out   i believe that is the only problems he has had in the four years he has owned the truck   i personally like the styling of this   f better than the new styling of the f s   but   if it was my choice i would choose the   chevy    ton over this     
724,1,  i chose this vehicle for several reasons   mainly the ability to comfortably carry a family of four   haul lots of stuff and tow   it is used to carry construction supplies and debris   take the family and accompanying baggage toys camping or traveling and tow various things   boats   trailers   etc   it does all of these things very well i bought the eddie bauer version   wd   l   auto trans   towing package   my commute is comfortable   even during long drives to new england all the family has adequate room   the size of the truck gives a good ride the truck weighs about    with fuel driver   i ve crossed the scales at the landfill weighing    on one occasion   pulling a trailer load of asphalt to be recycled   the combined weight was over     okay maybe i ve overloaded once in awhile the truck now has    miles on it   oil is changed regularly   tires rotated every    k miles   i ve had no problems with it   the original tires weren t replaced until    miles   still the original brakes with      wear left   good for another    miles or so   fuel mileage is around mpg   which i consider reasonable for the way i drive   two fuel tanks are a nice thing to have if this truck ever becomes a repair problem    k miles   i will definitely purchase another   probably a bigger one if you want a vehicle that does many things well and reliably   this is it if you want something to zip around the city in   you may consider something else   although there is the intimidation factor     
725,1,  i bought a new due to the history i have with the   i have owned   pickups and all have lasted past    miles   with understandable maintenance i recommend this pickup for everyone who truly needs a pickup   in the first   months of work   this pickup has truly proven it s self   in my line of work   i go places and sometimes carry more weight than most people would even try   believe me or not i feel this pickup could go anywhere a army jeep can   strait from the factory   the gas mileage is decent     with the   v    better than i expected   and that does not seem to change much when hauling heavy loads   lbs   the engine performance is ok   given it is such a small   i would love to have the old   v   in every pickup ever built   the ground clearance is larger than in pervious models   this pickup also has several in cab dodads that i like   such as more comfortable seats   additional compartments   outdoor temperature indicator   and easy adjustments to it all it was difficult to find a pickup with all of my specifications that i needed and had to special order this one   i do recommend the following   hand crank windows for longevity of use    speed manual trans   for better mpg   less engine strain in mud and towing   and emergency push starting i do not like the new body style   although it is growing on me   the lack of front fenders with this body style allows a steady rain of mud   amp   gunk to fall on the overly large front windshield when   wheel drive is needed   i also do not like the car like interior set up   although the cab is roomy   this set up wastes space and is hard to clean   another downside of this pickup is that   unless you are a mechanic   you can not fix any major problems that may arise yourself   just open the hood for yourself br br  
726,1,  this review is written in memory of our late friend and fellow epinionater   mike lambert   roadiem okay   let me be straight up front about this   yes i am australian   and no   the cars driven in the usa are not the same as here in australia but there are strong similarities   the main australian designed and built cars are little different from those used in the usa   so   how do i know well   about   months ago i had to spend a week in the u s   and i sought to rent as similar a vehicle as possible to that that i drive and own here in australia   the perfect vehicle for the role was the crown victoria   even though the name conjures up the queen   yuk   or a famous australian beer   since i drove one    miles around the u s   east coast   without hitting one kangaroo   i feel qualified to report on it s virtues   and   try as i did   i found it impossible not to make some comparisons with aussi cars    well sufferin snakes   i tried apart from getting in on the right hand side incessantly   i found this vehicle to be near identical to my aussi futura   that brings me to the only real fault in this car   and all usa cars    that being there is no warning to get in the left hand side if you want to drive it    its so damn embarrassing   jumping in the right side for a quick take off with nothing there now seriously   to me and i suspect most people   a car is either working or its broken   so you won t be bored here with a whole lot of mechanical jargon however   i do know enough to realize the crown does follow the near universal basics of medium and big cars   that is rear wheel drive and a penchant for effortless highway cruising while still being quite maneuverable enough for the rigors of big city traffic for the average motorist its obvious that these basics are still the preferred vehicle type   despite the plethora of mostly japanese and korean buzz boxes on offer in both countries perhaps this is because both australia and the usa are relatively large with long distance driving common   things have changed a bit though   with us cars no longer having football field size trunks and engine bays big enough for a spare engine   resulting in much more compact designs compared to those of say twenty years ago fuel consumption is no doubt the major reason   here   by us standards   the crown does quite well but there is substantial room for improvement since equal australian cars do about twenty percent better   perhaps the slightly cheaper fuel   due to differing taxation   makes the difference while the crown victoria i rented drove extremely well   i was surprised to learn it still had the old solid axle type rear suspension instead of the newer independent rear suspension or irs   however   the two most important safety features   being abs and power torque control were standard   as would be expected   the debatable air bags that have swept the world are of course standard    they ll have the damn things on pushbikes next i noticed crown victoria s everywhere   so they must be high in the sales stakes   and surely that alone speaks for itself   i understand they are even the vehicle of choice of many if not most government agencies   including the police this too speaks volumes for its usability and quality so that s what an alien thinks of the crown victoria    in a nutshell this vehicle would hold its head high in any as a practical   well priced family car with outstanding touring capabilities mixed with good city driving attributes i found it both easy and enjoyable to drive   the ultimate test of any vehicle   and i have no doubt it would be at the top of my list if i was a usa citizen b the proceeds of this write off go to mikes wife   in his memory   may he rest in peace b b this review is a joint effort between smithswoodside and ladycynic whose personal generosity in this regard makes me cringe in disbelief    please also visit ladycynic s site    please read the other write off entrants listed below bjcuevas   napthalia   seether   sherrylee   mattjoe   viper   gollygumdrops   noniabidnis nightshade    obnox   hawkseafan   yyvonne diverpam   t hall   mtuairau   jennifa   pperky hnnygrlca   rcknron   midoyle   charlesnep   lattechick   garfield   bgoodday   chrisceb   alwaysstubborn nwinston   hirohito   sweetcece   theworm ginahill   jpmcgurk   tiffer   juliette   elorraine   imames   pipet   sparkospunky   disartain   linda lisa j   lgcurcio yahoo   kristinafh   tgreenway   pambo   friskycelery   tjarnold   iculooking   todd   teddiec darby walters wolfman   emeleel   joubert   technologyrep gamblinfamily
727,1,  this was one of the best cars i have ever owned the gas milage is nt too bad   i feel very secure driving this car i feel like i could pickup and go to florida if i felt like it   i would highly recomend this car to anyone   i know that alot of people say it s huge but when you are behind the wheel it dosen t feel that big   so if you are looking for a good reliable and inexpensive used car and size does nt matter try it out i thin you ll like it also if you can find one with a premium sound system you certainly will not be disapointed br br  
728,1,  in normal everyday life   i drive a volvo s   while working   i drive my crown victoria   this is a very nice car and i have had it since new   it is very comfortable   and i love the color it s dark green a k a    quot willow quot   i was given this car for work as my buick park avenue ultra was totalled   i liked the park avenue because the dashboard doubled as a m amp m dispenser on long trips   the crown vic is great for prolonged surveillance operations the gas mileage is poor and the power is lackluster   however   i convinced my employer to designate funds to make a couple of changes   a   chamber flowmaster dual exhaust was installed   very quiet   underdrive pulleys   hypertech chip and a k amp n air filter   these have made a remarkable improvement and has deleted the   mph engine cutoff   i got the   model   which has the updated transmission and new interior   that like of a   model   very good ergonomics there were a few problems with the car that are typical with any    crown vic   the tranny needed to be tuned up at k miles     at k   the   quot check engine quot   light illuminated   which    of the time indicates that your egr passage in the intake manifold is carboned up     and at the same time   the horn button discentigrated     new tires at k and front brakes at k   all prices were at the dealership out of warranty   parts   amp   labor   no problems during warranty this vehicle is nearing    miles and will be decomissioned at k   i hope to god that i will get another one who should buy this   if you have a big family   i have had   people in this car once   live in your car   or travel a lot for work this is the car   amazingly   it is very easy to park   it has been shot at three times and all three bullets missed so   it is not as big as it looks   if you love rear drive performance at a good price   look no further   my next car    crown victoria br br  
729,1,  lets put it this way my grand mother drives this car   it is rahter big and some what comfortable in the interior   but it has horrible gas mileage and is quite ugly   if your are under   years of age and want to hold up any kind of an image this car might not be a good idea   it handles turns pretty well but the acceleration isn t that great and it is a real pain to park because it is so wide and long   however it is dependable   so if that is what you are looking for this is a good car br br  
730,1,  the birth of our third child obliged us to sell our   liter in   and buy a new crown vic after test driving every full size car on the market   the car just turned    miles   and it still seems brand new   the car is boilerplate reliable   the biggest repair has been a power window replacement   the car s only weak point is its oil consumption   about   quart per   miles   for its size   the vic handles well   has plenty of power   is comfortable and quiet   the trunk is huge   i keep a notebook in the car   and it shows that we get   mpg on the highway   year in   amp   year out   because we recently adopted two more kids   we bought a new chevy venture minivan   but my wife continues to use the vic as regular transportation to work   shopping etc   we plan to keep the vic as long as it makes economic sense to do so   and as long as it remains such a pleasure to drive   if all goes well   when our   year old turns   he can drive it   and take himself   amp   the other   to school   the crown vic is a keeper i sold this car may      we weren t using it enough to justify keeping it   the book value was about     but because it still drove so well and looked so new   i sold it for    to the first person who came to see it   he thought the car was a bargain at that price     
731,1,  i have wanted this car since they changed the body style all those years ago   i couldn t afford it the last time i bought a new car   but this year i could i m not a mechanic   i m not a car buff   i don t choose a car because of the engine   i m a teacher   i want a car that looks good   rides well   and is dependable   i chose the crown victoria   and it has been all of those   it also has a trunk that holds all of my sister in law s luggage with room for that of her husband and son   too   an amazing feat all by itself i have owned the car for   months   and have had no mechanical problems with it   it gets good gas mileage for a big   should i say huge   car   i live in ohio   where winters are sometimes severe   i needed the traction control only a couple of times during the winter   always to climb a steep driveway   the traction control gives back what rear wheel drive takes away   the anti lock brakes have also kicked in a couple of times   the first time it startled me felt like i hit something on the road the car is very comfortable   my son and i agree that we could   go camping   in this car no tent required   the front split bench seat is pretty comfortable to   make out   in too   take my word for it or try it yourself   grin however   the car is not perfect   the problems are in the fit and finish   there is a wind sound from the front passenger door   the right windshield wiper is never quite hidden   there is a whistle from the driver door   there are several imperfections in the paint   in one place the edge of the windshield shows instead of being protected by the molding   in several places tolerances are unacceptable   none of these things affect performance   but they are annoying  
732,1,  supercab   super the supercab    general description the pick up is manufactured at the factory in edison   new jersey   it is one of the most popular pick up in its category   it comes in a large variety of models and it is the least expensive of all the other pick ups amongst the competitors within the same category offers their customers a choice of three engines   an economical   cylinder   a   liters v and a more powerful   liters v   as for transmissions again s will give you three options   a manual   speeds   an automatic for the l and a different automatic for the l engine the inside    outside the interior the interior of the i drove was well finished and the materials seemed to be of good quality   there were no fancy rug on the floor   an example is that the flooring was made of an easy to clean and maintain rubber mat   the controls are easy to access and there is a complete set of gauges that are also easy to read   one thing i noticed about the gauges is their simplicity   by this i mean that if a person while driving surpasses the normal zones on a gauge there is no red zone on that gauge to indicate that the driver is in a dangerous situation the cabin was tight and i did feel that the interior was closing on me   there seem to be very little elbowroom   maybe i would have felt differently if i had driven the standard model the exterior the paint job on the truck was excellent and the panels seemed to fit tightly   it was equipped with a plastic fuel tank   which will prevent rust   but the inside of the rear box and the fenders seemed to have very little protection against bumps and scratches   it would be a good idea to have a liner install when purchasing a new pickup i really liked the way the exterior looked   every thing seems to be in the right proportions and well built the road test the model i drove was the supercab   it was equipped with a v l and an automatic transmission i found that there was a lot more noise than expected for a new truck   but after all it is a truck and because of the stiff rear suspension i felt the drive to be a bit bumpy   probably it would offer a smother ride once there is a load in the rear box breaking seemed satisfactory on a dry pavement but harder to control on a wet pavement technical information the truck i drove was as follows engine   v   l transmission   automatic drive    wheel drive brakes   front discs   rear drum   anti lock system on the rear wheels tires   p r truck weight     lbs cargo weight capacity     lbs towing capacity     lbs personal experience i feel this is a better than average pickup truck   i felt a little cramped in the driver seat and the ride was a little rough   i think that although this truck looks good it is truly a work truck i would not drive this vehicle on a long trip and i believe it is also limited for off roaming   but if someone needs a truck to transport tools and equipment to a working place this is the one of choice  
733,1,  as the proud owner of my fourth explorer   i can honestly say the    explorer   is absolutely the best model yet   proudly touts the   as being all new   in fact   there are significant differences in the   that made my   model seem practically obsolete    new body style   the most noticeable difference is the new body style   it s quite a bit larger than previous model   with several enhancements the wheelbase is   inches long and almost     inches wider   with a more rigid suspension and better insulation   it also provides a noticeably quieter ride the independent rear wheel suspension really helps provide a smoother   more comfortable ride and   yes   it looks different   it s definitely bigger and the door handles are completely different   the rear window door has been changed   it definitely looks different than previous models    there s a practical reason for this that makes it easier to pop open the window and have almost full access to the cargo area b more room   yes   there really is more room inside the   explorer   i can easily tell the difference in how much room there is between the front bucket seats   this allows a   wider console   that easily provides two cups holders   a handy storage tray and a roomy storage compartment with latched top   there is also an outlet for charging my cell phone in the top of the console   this console is very convenient and ergonomically arranged there is a tissue holder inside the top of the console   i like this better than the previous models where the tissue was accessible from the outside of the console   there was always a ton of tissue fuzz to deal with the hard part about this is finding the travel size kleenex boxes that fit here   target has been my best source to find these junior size boxes my husband loves the   extra head room   it provides   he is very tall and often found his head bumping the top of our   explorer   he has head room to spare in the   model we purchased the optional   rd row fold down seat    so eight people can comfortably ride inside   the second row seat folds down in three pieces   giving you six different configurations to aid in hauling cargo b lots of extras    the   cd player   holds   cds and is located in the dash   the dash itself seems lower and wider and it s easier to see out      dual climate control   allows the driver and front passenger to choose their own temperature settings   you can also set it to display the   outside air temperature    there are   redundant controls   on the steering wheel for the sound system and climate control   and of course   there is also cruise control   the   tilt steering wheel   is also height adjustable     the   electronic monitoring display   tells you just about everything you need to know about your car   miles to empty   miles per gallon   fuel level   oil level   wiper fluid level     the    home link b   option lets you pre program up to three codes   no more worrying about keeping up with a garage door or gate opener   i did notice you have to hold down the button a little longer than expected to get it to open the garage door   the   electric memory driver seat   allows both my husband and i to set the seat positions we prefer   then when we open the doors with our controller everything is set for us    it s so nice not to constantly readjust the settings between drivers    heated rear view mirrors   come on automatically when you turn on the rear defroster   the front   seats are electric and adjustable   in a variety of ways   and   yes   they re also   heated    i never thought i would enjoy a   bun warmer   but it will be nice in the dead of winter when those leather seats get cold from being in the parking lot all day at work b and let s not forget the middle seat b   there are   air vents   and   separate temperature controls    as well   even with two baby seats   there is still   plenty of room   for an adult to ride in comfort there are also   additional air vents   in the very back for the comfort of any passengers who might be riding in the third row seat b easier trunk access   is provided by allowing the glass to open lower   making it easy to get groceries or suitcases in and out   the rear seat folds down almost completely flat   allowing     cu   ft   of storage space   even the fuel tank is larger   holding    gallons of gasoline    improved performance   we purchased the optional    l triton v   engine    with   hp and   lb ft of torque   i ve had to be careful not to drive too fast    no   i do   not   have a lead foot i it really offers a   smoother   quieter ride   and handles very well   i just thought my previous explorer drove like a car   this baby is very responsive and handles like a luxury automobile b eddie bauer version vs   limited   my   explorer was a limited and we had planned to purchase a   limited   but they were in short supply   after looking closely and comparing features   the primary difference in the two was that the limited offered certain colors that the eddie bauer did not   the limited also lets you have monotone leather seats instead of the two tone bauer leather seats all the other luxury extras   especially home link   are now included in the eddie bauer   i don t feel that i am missing anything from the luxury or the extras that i had in my previous limited b we love it   my husband and i have owned this car for three months now and we love it   it s extremely comfortable and it is a great looking vehicle it s averaging about   mpg in the city so far and we got it up to   on the highway   it s still breaking in and the mileage seems to be steadily improving we recently took a day trip in which we spent about six hours in this vehicle   we kept commenting how much we enjoyed the extra room and the smoother ride   my husband definitely enjoyed the extra head room we have the   eddie bauer   model with leather two tone seats   i wasn t too crazy about the two tone look at first   but i m liking it better all the time   i ve gotten several compliments on the interior   so that doesn t hurt either b provided extras   offered several incentives to buy       owner loyalty rebate      financing   for   months    look   ma   no finance charges i   a nice   tote bag   was given to us just for taking a test drive   we received a   tailgate party kit   for purchasing    this included a canopy   grill   and cooking utensils    we received our gifts last week after mailing in the postage paid cards provided   later we received a    gift certificate from eddie bauer   nice for christmas shopping b highly recommended   i can t think of a better time to buy than now    great interest rates   extra incentives   and a really comfortable   good looking suv   i really love this great explorer  
734,1,  i recently traded an amazing    mile honda accord for a brand new explorer   the main reason being that i need more space   space is what you get with the explorer   the rd row option opens up this vehicle to a much larger market   most suvs seat   people the extra seat boosts that number to    the durango and the tahoe went under close scrutiny before i decided on the this redesigned truck is great   there is new independent rear suspension   a new shock strut system   a new exhaust fuel tank layout   and a new footprint   this explorer is a bit longer   a bit wider   and even has a bit more ground clearance all while being a little bit shorter   this suv feels solid and comfortable while driving   there are several small details that add to this truck as well   the running boards and doors are designed to keep dirt off of the lower door seal keeping you and your kids clean while entering and exiting   the rear window s bottom seal dips down farther than before making it lower and thus easier to load and unload without opening the door   automatic headlamps are nice and the doorlock switch mounted near the back door is handy   i have been extremely impressed with my new vehicle   it was a big step to move from a   door honda to an american suv   i have not been disappointed yet  
735,1,  i recently had the opportunity to purchase a   explorer   door as my main vehicle   i have since driven it for    miles   changed the oil three times   and really have not had any problems with it   the vehicle has a little over    miles on it   and i am still getting the rated   highway     city mileage   and sometimes better   but never worse my explorer is a   speed   with is a very dependable piece of equipment   coupled to the   l v    it has enough power to do what i want to do with it   it has the room a college student needs to move in and out every year   and haul people during the year   it is economical enough to be a daily driver   dependable enough that it really has not seen the shop under my possesion   and small enough that parking it is not compared to parking the more mammoth of suvs the only time it has seens the shop is when i had to have a synchronizer   st    nd shift   replaced   point of note   do nt believe your friend when he says he   thinks   he knows how to drive stick   my explorer does not have wd   but that has not stopped me from taking it offroad   coupled with my firestone wilderness atx s   i have taken mud   sand   and water   within reason   of course the interior on mine is vinyl   but the seats are very comfortable   the front seats are a high backed bucket   which makes long trips easier on your neck i have been pleasantly suprised by my explorer   and from how it is fairing   i will have it for a good time to come  
