,0,1
1448,About   of is wasted to show mediocre elderly awkwardly babbling overwrought pseudoSatanic corny enough to make a Goth almost always in Olde English and sometimes in Latin that may or may not be made up,0
1449,The is sloppy at best,0
1450,Hackneyed certainly but made even worse by the bad,0
1451,Of course the is blah,0
1452,The by the whole could be put on a and balanced perfectly between and underacting,0
1453,And FINALLY after all that we get to an that wouldve been great had it been handled by competent and not Jerry Falwell,0
1454,I loved this it was a great of a had its of and down but in the they knew that special they had for each other,1
1455,I have seen many starring Jaclyn Smith but my god this was one of her best though it came out   ago,1
1456,This contained an and I loved the most was that it opened my to see other I havent seen before,1
1457,This was kind of long in but I enjoyed every of it,1
1458,Overall I rate this a   out of a  ,1
1459,Lifetime does not it enough so if knows sells it let me know because this is a,1
1460,I particularly remember my being assaulted by strident of that would blare out with very little and even less meaning,0
1461,It is just the of that is screened in the to punish the unemployed for not having,0
1462,Totally different with of and black this is a few get to see but those do will remember it,1
1463,This creates its own and is fascinating in every,1
1464,But this really got to me,1
1465,See it,1
1466,I really hope the behind this makes more and that they will continue to do so in their own some kinda weird,1
1467,And I forgot The Casting here i superb with Trond Fausa Aurvg being perfect in the as the Bothersome Man does nt understand where he is he is doing and why,1
1468,This is a good and humorous on in,1
1469,I found this beautiful enjoyable and uplifting,1
1470,Initially the local in the which was filmed here in Buffalo intrigued me,1
1471,Later I found myself lost in the of the,1
1472,The entire applauded at the of the,1
1473,I left the with a in my in my and for the human,1
1474,Duris has a wholesome and gives a fine,1
1475,The of the also play well,1
1476,Cinematography noteworthy including fine of Barcelona and its famed Gaudi,1
1477,About into this I started having second,0
1478,About half through this I started to dislike it,0
1479,By the the ended I not only disliked it I despised it,0
1480,this lacks is a,0
1481,The looks as if only a rough was written and began before a finished was completed,0
1482,happen change occur for no real other than that calls for it,0
1483,The is good,1
1484,For that its worth checking out,1
1485,This is probably the most irritating I have ever seen in my entire,0
1486,It is indescribably the most annoying and idiotic I have ever seen,0
1487,about it is just bad,0
1488,I could not understand of would produce this in the first not to mention several,0
1489,The is bad very bad   it contains both and unethical that you normally see in rated or NC,0
1490,The is also horrible all you see is a really really BAD Actors,0
1491,Final Word This is a real,0
1492,It is away from,0
1493,Watching washing around would nt hurt your as much as this,0
1494,Rating   Grade Z Note The Is So Bad That Even Mother Of The Cast Pull Her Out Of The Show,0
1495,th Century Foxs ROAD HOUSE   is not only quite a silly but is an implausible unmitigated of a,0
1496,Full of unconvincing it is blandly written by Edward Chodorov also produced and is surprisingly directed by Jean Negulesco from one would expect a great more,0
1497,From here on the Widmark turns unintentionally comical,0
1498,His losing his so early in the is totally implausible and unconvincing,0
1499,And if that is nt of a of a for you   the is also marred with a constant of and indoor,0
1500,Whatever prompted such a is beyond me,0
1501,very serious this was a huge,0
1502,there are so many i do nt know where to start,0
1503,the was great,1
1504,delivers a really funny of a middleaged upper uptight white,1
1505,add white and jean smart and you have a great   played their really well,1
1506,but the makes a of serious,0
1507,first of all there are enough racial and racial to offend,0
1508,the is littered with overt racial towards the black and in the are depicted as and,0
1509,putting the aside lets at the major in the they destroy latifas,0
1510,there is no real,0
1511,i would nt see this again for free,0
1512,STEAMBOAT WILLIE is an amazingly important to our,1
1513,This second of Mickey Mouse following the silent PLANE CRAZY earlier that is probably his most famous filmmostly because it was so,1
1514,While you do nt yet hear Mickey speak there are of and throughout the we take for granted now but which was a huge in,1
1515,However after seeing the short again after about   I was amazed at how timeless the actually is,1
1516,Its just adorable seeing Mickey playing Turkey in the Straw in a highly imaginative if occasionally cruel,1
1517,Clever and a real still ranks among Mickeys best even after   wonderful,1
1518,The of the ruthless one a ruthless the next a Luvs is completely unconvincing,0
1519,I m terribly disappointed that this would receive so many and especially when there are far more deserving of out there,0
1520,The original and   is a,1
1521,John Garfield Ann revere Lilli Plmer William Conrad Canada Leeand filmed by one of the greatest to ever grace the screenJames Wong Howe,1
1522,I do nt think there are any redeeming in this,0
1523,This may be the only bad he ever made,0
1524,So just bad,0
1525,This is a solid of a bad and a very very bad all the,0
1526,Its a to see good like Thomerson and James make a in a like this,0
1527,I thought it was bad,0
1528,Both are terrible but to the of the   it was watchable,0
1529,start with all the acting especially from the was very very bad,0
1530,The is a big flawed,0
1531,The best of how dumb the is when its established that you can turn the back into by removing a containing a of the,0
1532,Director Paul Matthews also wrotedirected the weak   Grim clearly does nt know how to pace his,0
1533,The is terribly boring in,0
1534,The is awful,0
1535,The looks cheap and bland,0
1536,One of the most disappointing is the of notable,0
1537,This never worked well in the and certainly does nt work here,0
1538,The visual were AWFUL,0
1539,The CG in looked like it could have been created on Microsoft Slideshow for Gods,0
1540,The of the at the was just as awful,0
1541,Okay I like to consider myself a fair so Ill give where duethe were actually pretty cool,1
1542,Got ta love those of slimy drooling,1
1543,To sum the up Breeders is a terrible cheaply made that should be avoided like the Ebola,0
1544,Not recommended,0
1545,He is almost unbearable to watch on he has little to no and terrible comedic,0
1546,Aside from its terrible this has of other,0
1547,I understand that its supposed to be a cheap but that does nt mean that it has to completely insult our and have so incredibly hackneyed that it borders on offensive,0
1548,Lewis Blacks considerable is wasted here too as he is at his most incendiary when he is unrestrained which the PG certainly wo nt allow,0
1549,The sole bright was Jonah Hill will look almost unrecognizable to of the recent Superbad due to the of he lost in the interim,1
1550,With the and of the first now spent this had little else to offer,0
1551,The was evidently very limited,0
1552,This was reflected not only in the but also in the which borrowed much from the earlier classic,0
1553,However here there was no decent acting or to balance up,0
1554,was less expansive,0
1555,It failed to convey the broad of that were a great of the original,0
1556,Generally it just lacked,0
1557,Not recommended,0
1558,Is it possible for a to get any worse than this,0
1559,There is no here to keep you going in the first,0
1560,Even when the finally show up there is no of the most expected happen and by the the is over you might be far asleep,0
1561,Beware this is not a trashy this is,0
1562,I ca nt believe there s even a to this,0
1563,Which is precisely why I am giving it such a bad,0
1564,Being a I truly enjoyed this and I can proudly say that I enjoyed it big and even more than the classical WB,1
1565,But Tiny Toons kept the and delivered one of the most popular funny and underrated ever created,1
1566,The are murky but I can only say that I enjoyed every single and related to the,1
1567,Easily other made me laugh in a tender before getting into dark oriented for,1
1568,The were all funny and had the of not having a true lead,1
1569,Every single was hilarious and deserved to be called a,1
1570,Every of this was so over the top excessively phony and contrived that it was painful to sit through,0
1571,Her seem to have been WRITTEN by a fifteen old though they are trying oh so so hard to sound like how a fifteen old would really um you know well talk,0
1572,Perabo has a nice and is obviously very comfortable in of a,1
1573,There is simply no for this poorly done,0
1574,I saw this and I thought this is a stupid,0
1575,is even more stupid is that had thought an that there should be a in Los Angeles,0
1576,To be honest with you this is unbelievable and very foolish,0
1577,In I will not bother with this because a in Los Angeles is but,0
1578,The is just awful,0
1579,Its just painful,0
1580,And the are absolutely abysmal,0
1581,There s also enough in this to make me,0
1582,Do nt waste your watching this nonresearched,0
1583,I believe that Pitch Black was done well,1
1584,The are interesting and you want to find out more about them the longer the goes on and I think will be surprised by does and does nt make it,1
1585,Go watch it,1
1586,watching this,0
1587,VERY funny,1
1588,My just   out of,0
1589,The are interesting and you really care for them,1
1590,An instant with a great and a catchy during the ending,1
1591,Do nt miss it,1
1592,This is a masterful of filmmaking with many simmering and occasionally boiling over in this and all of the bohemian selfindulgent wartime that span the aerial of London and the outward of a Welsh coastal   the between and to and versus practical and versus and and more,1
1593,A mature subtle that suggests and occasionally brings into dramatic the underlying is well served by perfect apart from the odd inappropriate smiling that Keira Knightley is prone to though perhaps under this as the other themselves often mention it,1
1594,But above all the exquisite visual of each with inventive and elegant of and including pointillistic faux is a and to,1
1595,Its as continuously beautiful to look at as a Bertolucci but the here are more convincing and the more engaging than some of that,1
1596,The basic is wasted since it is sidelined by the inexplicable on the,0
1597,Regardless the fails on most,0
1598,Avoid at all,0
1599,I saw this over Christmas and a great it was,1
1600,I thought Errol Flynn was brilliant as Custer and has since become my favourite,1
1601,His alongside Olivia De Havilland was brilliant and the was fantastic,1
1602,I had always known that Errol Flynn was a brilliant as he was my favourite and I grew up watching his as a,1
1603,But it was nt until I watched this that I realised how great he actually was,1
1604,Ill give this   out of,1
1605,I know that Jim OConnor was very energetic and that could be as much as him but George was well dull,0
1606,He really did nt seem to want to be hosting his were monotonous did nt get involved with the,0
1607,Lovely little from Hitchcock with of nice surrounding a murdered a kidnapped a nasty a foreign and some random,1
1608,Jimmy Stewart is as ever a great for Hitchcock the rips along to its cool at an but it lacks the brooding of Hitchcocks black and white original,1
1609,Nevertheless yet another wonderful from the great stable,1
1610,I have to say that this was excellently produced and tops the as a typical,1
1611,Excellently produced by one of Scifis best Scot Vandiver,1
1612,But it is entertaining nonetheless,1
1613,Its a campy of that s a to watch,1
1614,There s barely a boring in the and there are of humorous,1
1615,The is always entertaining as usual,1
1616,Overall a,1
1617,This is so mindbendingly awful it could nt have even been created,0
1618,The lacks any real or   some of the medical used is a iffy to say the least   I say that as an dependant myself,0
1619,The least said about the acting the better,0
1620,This does an excellent of revealing the of the and the incredible facing South Africa,1
1621,I believe every one should see this as I think few outside of South Africa understand its and is being attempted in the Truth and Reconciliation,1
1622,short of magnificent in this,1
1623,The is fantastic the are seamlessly woven together and the are splendid A must rent or see,1
1624,Do nt be afraid of its worth a little    Excellent,1
1625,There still are good around,1
1626,Also great and,1
1627,Very true to Shakespear and a for all Shakespear,1
1628,Macbeth Jason Connery moved me to with his final out brief outHe gave the of moral and dark a human which makes it the more interesting,1
1629,Helen Baxendale is a very credible Macbeth can be very cheerfull at and sometimes she just looks like a naughty but deadly in her for and evil,1
1630,If you love and and Shakespears this is the one,1
1631,This is a witty and delightful of the Dr Seuss brilliantly animated by finest and thoroughly deserving of its Academy Award,1
1632,Special should be made of the superb and sound which are an integral in helping to make this such a memorable and enjoyable,1
1633,However Paul Schrader has indeed made a about Mishima that is both superb   complex,1
1634,Also notable is John Baileys fine crisp beautifully colored and the great   by Eiko Ishioka went on to do the memorable for Coppolas Dracula for which she received a well deserved Oscar,1
1635,Even allowing for poor for the   and the some of this is,0
1636,Unless you re just out to visually collect all extant of Austens work you can skip this one,0
1637,If you do watch it however there are small The playing Annes each do a wonderful with their,1
1638,It is not good,0
1639,Speaking of the it is unbearably predictably and kitchy,0
1640,Then the just dropped the,0
1641,This is a stunning,1
1642,Raw and sublimely moving,1
1643,It felt like a very gripping intelligent but without the overly theatrical feeling one actually gets from watching on a which plays on of a white escalating to monstrous,1
1644,All of the main are mesmerising,1
1645,Tom Wilkinson broke my at the and elses judging by the of fumbling for and going up to among and alike,1
1646,Julian Fellowes has triumphed again,1
1647,He s a national,1
1648,GO AND SEE IT,1
1649,This is an excellent,1
1650,The aerial were,1
1651,It was also the right of and,1
1652,The gives to the Never in the of human has so much been owed by so many to so few,1
1653,Kris Kristoffersen is good in this and really makes a,1
1654,A good by a great,1
1655,This is definitely one of the better I have seen looking at and,1
1656,There are many one other commented on different in the Joes glassesthe that got to me the most was the Joes facial seemed to change from to,0
1657,This is just a great,1
1658,  out of  ,1
1659,I ca nt see how this can be an to to come out or overcome and,0
1660,Its so bad its actually worth seeing just for that,0
1661,Park is a brilliant of,1
1662,in the Southern California using his faux Watkins creates a like no other,1
1663,This is one of Peter Watkins most accessible,1
1664,I advise you to look out for it,1
1665,You wo nt regret it,1
1666,Highly recommended A   Well Just if you keep thinking how bad it is,0
1667,Its a mediocre miserable hollow laughable and predictable of,0
1668,Its a of so bad it is laughable,0
1669,  very bad plays Angela Bennett a is at all the,0
1670,It is a about just a to show ridiculous,0
1671,How awful she is,0
1672,But she is still a bad repeating her robotic moves in each of her,0
1673,The well are a,0
1674,DELETE this from your,0
1675,One of the worst of all,0
1676,The would begin with smart to each other that would be totally off the and uncalled for,0
1677,The fat was unbelievable the bible the are these,0
1678,Never heard of any of them except Cole was totally unbelievable in the,0
1679,Every he opened his you expect to hear you see Pulling the was a killing for this horrible,0
1680,The were as unbelievable as the,0
1681,Lame would be the best to describe it,0
1682,Stanwyck and Morgan are perfectly cast in is in many a modern of Dickens Christmas Carol in its,1
1683,The of the depends on the of Sydney Greenstreet as the Alexander Yardley,1
1684,The attractive used throughout most of the is an eyepleasing,1
1685,I m big of RPG too but this its a to any selfrespecting there is,0
1686,The the the is wrong,0
1687,You can find better at,0
1688,Top Do nt waste your and on this its as bad as it comes,0
1689,A Lassie which should have been put to,0
1690,That s how I d describe this painfully dreary of a,0
1691,So mediocre in every that it just becomes a dull uninteresting this is one of the most forgettable I ve seen,0
1692,It is nt even an as a or sobaditsmemorable,0
1693,Its an empty hollow of a,0
1694,Seriously its not worth wasting your or your on,0
1695,Avoid,0
1696,It will drive you barking mad,0
1697,The are very good,1
1698,Very nice and relaxing late viewing,1
1699,The is full of wonderful hence the,1
1700,  some great and terrific,1
1701,It handles some tough with and and of has shocking here,1
1702,  a happy wonderful feel good,1
1703,The is the a that touches every of the,1
1704,Its one of the I need to see whenever it comes on TVnever the that I already have it memorized,1
1705,new there,0
1706,That was done in the second,0
1707,The has almost no in it and very little,0
1708,The has more than a of and the and is astonishingly fisted,0
1709,on is Irons doing in this,0
1710,I just saw this and I recommend it,1
1711,It has a very good it holds your complete the is superb Tom Wilkinson was fantastic and Emily Watson was also very good,1
1712,A very good indeed about great and unconditional,1
1713,Tom Wilkinsons is a is not prepared for the that is about to begin but he takes the in as the progresses and this great gives a that makes you feel the and,1
1714,Emily Watsons is very strong and she has only to give a quick and you understand,1
1715,Despite the of I liked this,1
1716,In I liked it better than Interview With a and I liked this Lestat Stuart Townsend better than Cruises,1
1717,Aailiyah was pretty good as Akasha in compelling her first and mini,1
1718,I m a big of this mostly due to Anne Rices and,1
1719,I guess I liked the of his was believable,1
1720,The at the were perplexing,0
1721,But I thought his was skilled,1
1722,Meredith M was better than all right,1
1723,A very charming with wonderful and,1
1724,It is rare when a takes the to tell a worthy moral with and that does nt fall into the of being overly or over indulgent,1
1725,Nine out of ten for a truly lovely,1
1726,This early from future Lucio Fulci is a very good to the,1
1727,This is one of the best Italian of the early s,1
1728,A standout,1
1729,This is very strong and unpleasant,0
1730,Technically the is well made with impressive solid and effective from Riz Ortolani   particularly good is a recurring unaccompanied female vocal that sounds like its coming from a distant,1
1731,Its still wild though and is highly recommended to of,1
1732,The was very interesting from beginning to the,1
1733,I liked the Dustin Hoffmans was ready to do just about to stay with his,1
1734,This is also revealing,1
1735,Personally I think it shows that should learn to find a them without involving other into,1
1736,And it was boring,0
1737,I am so tired of that is just lazy and here they come in thick and fast,0
1738,PS the only in the that was cool is when the central finds her blown up,1
1739,Its a fresh subtle and rather sublime,1
1740,An Italian called this a small great and that s right,1
1741,All the give a wonderful especially Jennifer Rubin as Jamie Harris changes from the nervous in the through the strange she is of to the cool,1
1742,You learn a about the real inside of in this and a about the itself,1
1743,The in in the and through the that is played with her by the acting are fascinating,1
1744,Also the by Mark Snow is possibly the best I ve ever heard,1
1745,You wo nt forget this,1
1746,Why was this made,0
1747,The has an ultracheap to it,0
1748,The is a that just do nt look right,0
1749,of them are engaging or exciting,0
1750,The is that does nt in the slightest or have any to it,0
1751,The is not worth one of your,0
1752,I saw it as a on back in   when it was The Stranger and I loved it,1
1753,But the between the and his at the of the is a perfect if one considers that this was made well into the Cold War and the biggest is that he has crashed in the USSR,1
1754,This is so awesome,1
1755,I loved it it was really scary,1
1756,I love the Scream and all and this ranks way up there,1
1757,If you want a real this one,1
1758,   This is an extraordinary,1
1759,As a its compelling as an on the American its frightening,1
1760,This highlights the fundamental of the legal that its not about discovering or but rather is about presents better in,1
1761,The is well paced understated and one of the best I ve seen,1
1762,This mostly routine factbased gets a from the fine by Cole,1
1763,Predictable but not a bad,1
1764,It was clear that she had the and to pull off this,1
1765,She carries the well,1
1766,Constantine gives the right and seems to have a good of the underlying psychological,1
1767,It is wonderful and inspiring to watch and I hope that it gets released again on to or,1
1768,How this of was ever released is beyond me the acting the the the supposedly special etcits ALL wrong,0
1769,In this smells like a,0
1770,Avoid at ALL,0
1771,Star Trek The final Frontier is the worst in the,0
1772,The from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real the special are tacky like when Spock has to rescue Kirk on a when he falls down from a,0
1773,The at were pitiful and is so awful it dosent about which basically involves a Vulcan stealing the to find seriously I just did nt care about any of this and oh not to mention Uhura does a to distract,0
1774,The only good for this is in the,0
1775,The worst one of the,0
1776,The of this was phenomenal in my,1
1777,When a could explain the of the better such as when Jay Adams unfortunate was a of the Old by Neil Young was played which evokes many,1
1778,The was shot in an interesting,1
1779,Of course the from the s was grainy but that only enhanced the,1
1780,This offers many and,1
1781,When Achille and Philippa beautifully sing a from Don Giovanni that perfectly describes their in the you appreciate the subtle of this excellent,1
1782,The unfolds in th Jutland and the of played on is just one more fine,1
1783,You share General Loewenhielms exquisite in his of the Cailles en Sarcophage even though you are just watching a   but you do wish for just a small to savor,1
1784,But this understated leaves a lasting,1
1785,The it generates is in to its austere,1
1786,You will leave the wanting to go out and dance under the,1
1787,The as you d expect from this is top,1
1788,The are fleshed out surprisingly well particularly Grimes and Blake and all the deliver their sharply scripted with just the right of deadpan in to make the both hilarious and realistic,1
1789,Angus Scrimm also turns in a good in a somewhat brief but memorable as the gently menacing violinplaying Doctor Quinn,1
1790,  I loved it,1
1791,Its a long since I was so entertained by a,1
1792,I struggle to find bad to say about it,1
1793,Mark my this is one of those like Evil Dead   or Phantasm that will still be discovering and falling in with     down the,1
1794,Its pretty surprising that this wonderful was made in   as Hollywood generally had its collective in the concerning black and white at that,1
1795,The deserves strong for taking this for having exceptional from its mostly and for the that does nt insult the or take the easy out when it comes to white,1
1796,Plus with the rather modest and fast running it does an amazing,1
1797,Juano Hernandez an exceptional played supporting in many of the is a proud black is accused of murdering a white in the South,1
1798,Trumbull on I LOVE LUCY,1
1799,See it with your if you have a will open up some amazing about how far have come in the last  ,1
1800,See both if you can,1
1801,It was that however that reminded us that Huston was still at the of his as evinced by his faithful of James Joyces acclaimed The Dead,1
1802,thoughtsGabriels during the these leap to and come within the grasp in,1
1803,Very disappointed and wondered how it could be in the Oscar,0
1804,Its very slow,0
1805,of in the there s about how he became the about where he spend   between his and mature,0
1806,  Do nt waste your,0
1807,of is one of the worst I ve ever seen,0
1808,He surely does nt know how to make a coherent from the of Air Force One was only obliged to write the just for a big of,0
1809,This was one of the worst i have ever seen,0
1810,I m still trying to get over how bad it was,0
1811,This is possibly one of the most creative of ever,1
1812,It has you could want confusing native eating,1
1813,  With great sound and impressive special I ca nt recommend this enough,1
1814,Call me a but I think this is one of the best ever,1
1815,Great Telly Savalas and Peter Boyle,1
1816,    of sheer and horrible acting a of a and a sinking of GOOD LORD WERE THEY THINKING,0
1817,of in the,0
1818,Its like a bad two,0
1819,Now imagine that every single of those was made wrong,0
1820,The is atrocious,0
1821,The is beyond abysmal,0
1822,stinks,0
1823,is the and make it impossible to establish those that make a watchable like and so on,0
1824,Worse there s an incredibly weak thrown in that follows a little of Mansonites as they go after a s working on a on the of the,0
1825,Its dumb and pointless and a complete of,0
1826,In short do nt bother with this,0
1827,I wo nt spoil it but the in pretty amazing,1
1828,The best in the is at the but I wo nt spoil it,1
1829,If there was ever an of a and a to meld two highly volatile into a seamless of then this is it,1
1830,The is a made more timely now perhaps because of our disturbing with and its distorted of,1
1831,A not easily forgotten,1
1832,But Kevin Spacey is an excellent verbal as Buddy Ackerman   and totally believable because he is a great,1
1833,The of the subtle is unmatched by any in recent,1
1834,The are interesting even if a predictable,1
1835,Highly recommended for all although the younger will probably not appreciate some of the more subtle they will certainly appreciate one in particular,1
1836,Great,1
1837,Also the and acting were weak,0
1838,At around   I bought it at around I started to watch at around I fast forwarded the remaining to see if there was left watchable for a human being with a but there was nt,0
1839,Either it sucks,0
1840,The is horrendously stupid,0
1841,The starts too fast with absolutely no or in the slightest,0
1842,Captain Howdy says is either laughable or just plain stupid,0
1843,the of is that,0
1844,Then there s the,0
1845,You could drive a into these,0
1846,Linda Cardellini is the only good in this,1
1847,She s poised and amazing,1
1848,Dee Snider just plain sucks,0
1849,He ca nt act one of the least scary I have ever seen he ca nt write did he write this damn in his,0
1850,I was bored throughout the whole damn,0
1851,The sucks the sucks the sucks the sucks the special suck the sucks basically this sucks,0
1852,This tries to be a serious and sophisticated and it fails miserably,0
1853,This is probably one of the least effective and utterly unoriginal I have ever seen in my entire,0
1854,A of cinematic captured on celluloid,0
1855,Avoid at any and all,0
1856,At any this stinks its not funny and Fulci should have stayed with and supernatural,0
1857,Avoid this at all,0
1858,I do nt know happened in Season Five what a,0
1859,The only consistent holding the together were the amazing of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical,0
1860,Now this is a I really dislike,0
1861,Its one of the most boring Horror from the s mainly because it starts slow and in a boring,0
1862,The look really cheesy   not in a good like in the Puppet Master s,0
1863,The is lame not interesting and NEVER really explains the sinister of the,0
1864,There are nt like in previous and the are terrible,0
1865,I felt asleep the first I watched it so I can recommend it for,0
1866,The is this is a wonderful heartwarming about two chasing their,1
1867,The best about Nurse Betty is its,1
1868,Director Neil LaBute uses brutal to seperate from and along with the touching and hilarious you can never tell is going to happen next,1
1869,Otherwise do nt even waste your on this,0
1870,This just fails to create any real,0
1871,As for the do nt expect original or even remotely frightening,0
1872,There is however some pretty good at least for this of,1
1873,I m so sorry but I really ca nt recommend it to,0
1874,One of the most boringpointless I have ever seen,0
1875,The secondary is incomprehensible and its to the primary is mystifying,0
1876,Hated it,0
1877,This is one of the worst Sandra Bullock since Speed   But not quite that bad,0
1878,I do nt understand how this got on the of the its not even a real,0
1879,I highly doubt that could ever like this,0
1880,This is not moviemaking,0
1881,The is like watching wooden moving around and reading from a that s how bad it is,0
1882,So I am here to warn youDO NOT RENT THIS it is the dumbest you have never seen,0
1883,I saw this short on HBO the other and absolutely loved it,1
1884,I did nt realize how wonderful the short really is until the last two,1
1885,Excellent short,1
1886,Hopefully the James Cox can turn the short into a with the same or win us over with a whole new,1
1887,I agree with Jessica this is pretty bad,0
1888,are onedimensional even the good and especially the bad,0
1889,The is totally predictable,0
1890,Not much not much the whole was shot as elaborately and aesthetically like a,1
1891,I ve seen more intelligent than this,0
1892,Bad bad and bad,0
1893,Really awful,0
1894,Not easy to watch,0
1895,Funny clever   just like Prays previous,1
1896,It was a long that i did nt see a so charismatic on,1
1897,Paolo Sorrentino has written a wonderful about and Tony has built one of the most unforgettable seen in in recent,1
1898,The is not completely perfect but Titta Di Girolamo will stay with you for a long after the of the,1
1899,I rate this,1
1900,I do not know if this was Emilio Estevezs directorial but the the and of the as well as some clever surrounding the Estevez plays all suggest a natural,1
1901,The between Martin and Emilio contains the same wonderful we saw in Wall Street with Martin and Charlie,1
1902,Kathy Bates is wonderful in her subtle and a on her in At Play In The Fields Of The Lord,1
1903,For have already seen one of Miyazakis he is still in top and made another worthwhile,1
1904,It never condescends all the have good genuine and believable,1
1905,The two main may be two of the most believable I ever saw put on,1
1906,They are so easy to love but even more easy to identify with,1
1907,This is greatespecially if you enjoy visual,1
1908,The that the two and are beautiful,1
1909,The is also both funny and poignant at,1
1910,like European and will like this,1
1911,This is truly an actually has a of in it,1
1912,Go rent it,1
1913,However after finally watching this I realized that not only had I had a closed to the it depicts I also found myself watching it over and over again,1
1914,Its the that never ceases to interest me simply because it keeps me alert as I try to attempt to decipher its,1
1915,Brilliance indeed,1
1916,But if you liked like The Matrix and better yet their I think you ll appreciate the provoking mindblowing this will give you,1
1917,of the being like a,1
1918,Simply beautiful,1
1919,Both Rickman and Stowe play their to the in this of a maybe has written a subversive,1
1920,Its a gloriously fun fast paced and fairly accurate of the of a,1
1921,It presents a idyllic yet serious of the and of the lives,1
1922,Just whatever you do avoid Groove as its the of all that is good about Human Traffic,0
1923,Its too bad that else involved did nt Crowes of to for if they did we d have a far better on our than this subpar,0
1924,The seemed a little slow at first,0
1925,But it picked up and got right to the,1
1926,It showed exactly how the and the argued for and the of the,1
1927,I enjoyed it,1
1928,I have recommended it to,1
1929,I was particularly pleased with the acting of Dwight Schultz,1
1930,Both truly understand and become their particular delivering a convincing sincere,1
1931,Their onscreen critical to the entire is genuine,1
1932,The is natural real to,1
1933,The Gorman Bechard undoubtedly did his because all are and appropriate,1
1934,The incredible truly captures the of the,1
1935,Each commands actually contributing to the and,1
1936,Definitely worth seeing its the of provoking that forces you to question your own of,1
1937,Hayao Miyazakis latest and eighth for Studio Ghibili Gake No Ue No Ponyo Ponyo on the Cliff by the Sea is a wonderfully fun and imaginative at,1
1938,At a when it seems that has been dominated by CGI it is both refreshing and comforting to know that Miyazaki is still relying on traditional to tell his charming and enchanting,1
1939,can not be said of the remarkable in this,1
1940,The has the of and is wonderfully colorful and fanciful,1
1941,If you act in such a you should be glad that you re na drift away from as far as possible,0
1942,This wants to surf on the small of in   Deep Impact and Armageddon and this fails everywhere,0
1943,If you choked in your own by the by all the cheap and worthless you ve must have bored yourself to with this of,0
1944,Still it makes up for all of this with a super that depicts a great being taken out by the mighty,1
1945,Just consider the excellent solid and look of the as added,1
1946,Instead we got a bore about a spoiled,0
1947,Then I watched it again two ago March th   and I began to really enjoy it and this I taped the entire,1
1948,It is a very well acted and done Movie,1
1949,Judith Light is one of my favorite and I think she does a superb in this,1
1950,I keep watching it over and over,1
1951,Its a sad but very good,1
1952,If you have not seen this I definitely recommend it,1
1953,She is as lovely as usual this,1
1954,Still its quite interesting and entertaining to follow,1
1955,  Recommend with,1
1956,This is wellbalanced with and and I thoroughly enjoyed myself,1
1957,It was a to see Hugo Weaving play a sexobsessed gay real uses his for his with the flaming Darren Tom Hollander,1
1958,  Anyway the flowed smoothly and the were a hoot,1
1959,The of this is a and the n that follow are a to watch,1
1960,of the will be in heaven,1
1961,Lange had become a great,1
1962,It looked like a wonderful,1
1963,I never walked out of a faster,0
1964,I just got bored watching Jessice Lange take her off,0
1965,Unfortunately any in this was lost on a regrettable,0
1966,In a it is embarrassing,0
1967,Exceptionally bad,0
1968,All in all its an to and a huge of,0
1969,Wow,1
1970,Crust is not good,0
1971,Not tasty and the was just nasty,0
1972,Stopped by during the late May off Rick Steve and loved it,1
1973,The on the was great and so were the,1
1974,Now I am getting angry and I want my damn,0
1975,Honeslty it did nt THAT fresh,0
1976,The were like and you could tell they had been made up ahead of being kept under a warmer,0
1977,The were great too,1
1978,A great,1
1979,was very prompt,1
1980,Would not go back,0
1981,The had no what so ever on I had to say it still ended up being wayyy overpriced,0
1982,I tried the Cape Cod,1
1983,I was disgusted because I was pretty sure that was human,0
1984,I was shocked because no indicate only,0
1985,Highly recommended,1
1986,was a little slow in,0
1987,This is not worth your let alone Vegas,0
1988,did not like at all,0
1989,The Burrittos Blah,0
1990,The amazing,1
1991,is also cute,1
1992,I could care less,1
1993,So they performed,1
1994,That rightthe red this is so good,1
1995,  They never brought a we asked for,0
1996,This in the has great Mexican and friendly,1
1997,Took an to get our only   in my was Luke warm Our was running around like he was totally overwhelmed,0
1998,The worst was the,0
1999,Also there are like a and for   which is a decent,1
2000,This was like the final,0
2001,I found this by and I could not be happier,1
2002,seems like a good quick to grab a of some familiar but do yourself a and look elsewhere,0
2003,Overall I like this a,1
2004,The only redeeming of the was that it was very inexpensive,1
2005,Ample and good,1
2006,Poor the made me feel like I was stupid every he came to the,0
2007,My first to Hiro was a,1
2008,sucks,0
2009,The and moist,1
2010,There is not a good enough that would drag me into that again,0
2011,to judge whether these were good because we were grossed out by the melted and did nt want to eat it for of getting sick,0
2012,On a positive our was very attentive and provided great,1
2013,Frozen of with some of the worst behind the,0
2014,The only I did like was the prime and,1
2015,Its too bad the is so damn generic,0
2016,The is good cooked just right,1
2017,If you want a just go to any Firehouse,1
2018,My Greek with the Greek was so tasty and the and was very refreshing,1
2019,We ordered the rare and it was pink and on the with a nice on the,1
2020,He came running after us when he realized my had left his on the,1
2021,Their is so good,1
2022,They have horrible towards and talk down to each when do nt enjoy their,0
2023,The was huge,1
